figure_id,Gene,Collection,Compartment,Probe
2125750,Smr,CPTI001328,CB,venusYFP
2125749,RnpS1,CPTI004189,VNC,venusYFP
2125748,CG31694,CPTI001771,VNC,venusYFP
2125747,dp,CPTI001769,VNC,venusYFP
2125746,Smr,CPTI001328,VNC,venusYFP
2125745,RnpS1,CPTI004189,OL,venusYFP
2125744,CG31694,CPTI001771,OL,venusYFP
2125743,orb2,CPTI004362,CB,venusYFP
2125742,dp,CPTI001769,OL,venusYFP
2125741,orb2,CPTI004362,MB,venusYFP
2125740,Smr,CPTI001328,OL,venusYFP
2125739,orb2,CPTI004362,OL,venusYFP
2125738,RnpS1,CPTI004189,MB,venusYFP
2125737,orb2,CPTI004362,VNC,venusYFP
2125736,orb2,CPTI004362,Overview,venusYFP
2125735,nonA,CPTI003091,OL,venusYFP
2125624,Fs(2)Ket,CPTI001735,Overview,venusYFP
2125622,Fs(2)Ket,CPTI001735,VNC,venusYFP
2125620,Fs(2)Ket,CPTI001735,OL,venusYFP
2125619,Fs(2)Ket,CPTI001735,MB,venusYFP
2125617,Fs(2)Ket,CPTI001735,CB,venusYFP
2125607,eif-1A,CPTI002562,MB,venusYFP
2125605,CG31738,CPTI001586,Overview,venusYFP
2128405,Top1,CPTI002927,Overview,venusYFP
2128404,Top1,CPTI002927,CB,venusYFP
2124789,CG4726,CPTI002305,OL,venusYFP
2124788,CG4726,CPTI002305,VNC,venusYFP
2124787,CG4726,CPTI002305,CB,venusYFP
2124786,CG4726,CPTI002305,MB,venusYFP
2124784,fwe,CPTI000736,MB,venusYFP
2124783,fwe,CPTI000736,OL,venusYFP
2124782,fwe,CPTI000736,VNC,venusYFP
2124781,fwe,CPTI000736,CB,venusYFP
2125733,CG31694,CPTI001771,MB,venusYFP
2125732,dp,CPTI001769,MB,venusYFP
2125731,Smr,CPTI001328,MB,venusYFP
2125730,NonA,CPTI003091,CB,venusYFP
2125729,Nlp,CPTI003532,MB,venusYFP
2125728,NetB,CPTI000748,OL,venusYFP
2125727,NetB,CPTI000748,Overview,venusYFP
2125726,mip130,CPTI003151,Overview,venusYFP
2125723,Fer1HCH,CPTI000038,CB,venusYFP
2125722,CG3036,CPTI000774,CB,venusYFP
2125721,cup,CPTI001409,CB,venusYFP
2125720,Lasp,CPTI002905,CB,venusYFP
2125719,Fer1HCH,CPTI000038,VNC,venusYFP
2125718,CG3036,CPTI000774,VNC,venusYFP
2125717,cup,CPTI001409,VNC,venusYFP
2125716,Lasp,CPTI002905,VNC,venusYFP
2125715,Fer1HCH,CPTI000038,OL,venusYFP
2125714,CG3036,CPTI000774,OL,venusYFP
2125713,cup,CPTI001409,OL,venusYFP
2125712,Lasp,CPTI002905,OL,venusYFP
2125711,Fer1HCH,CPTI000038,MB,venusYFP
2125710,CG3036,CPTI000774,MB,venusYFP
2125709,cup,CPTI001409,MB,venusYFP
2125708,Lasp,CPTI002905,MB,venusYFP
2125707,PpD3,CPTI001194,CB,venusYFP
2125706,cg3777,CPTI001997,CB,venusYFP
2125705,rg,CPTI003323,CB,venusYFP
2125704,CG4825,CPTI003911,CB,venusYFP
2125703,PpD3,CPTI001194,VNC,venusYFP
2125702,CG3777,CPTI001997,VNC,venusYFP
2125701,rg,CPTI003323,VNC,venusYFP
2125700,CG4825,CPTI003911,VNC,venusYFP
2125699,map205,CPTI003339,OL,venusYFP
2125698,PpD3,CPTI001194,OL,venusYFP
2125697,map205,CPTI003339,MB,venusYFP
2125696,CG3777,CPTI001997,OL,venusYFP
2125695,map205,CPTI003339,Overview,venusYFP
2125694,rg,CPTI003323,OL,venusYFP
2125693,map205,CPTI003339,VNC,venusYFP
2125692,map205,CPTI003339,CB,venusYFP
2125691,CG4825,CPTI003911,OL,venusYFP
2125690,PpD3,CPTI001194,MB,venusYFP
2125689,CG3777,CPTI001997,MB,venusYFP
2125688,rg,CPTI003323,MB,venusYFP
2125687,CG4825,CPTI003911,MB,venusYFP
2125686,Pdi,CPTI000688,CB,venusYFP
2125685,l(1)G0320,CPTI000633,CB,venusYFP
2125684,CG2165,CPTI001995,CB,venusYFP
2125683,CG1640,CPTI002793,CB,venusYFP
2125682,Pdi,CPTI000688,VNC,venusYFP
2125681,l(1)G0320,CPTI000633,VNC,venusYFP
2125680,CG2165,CPTI001995,VNC,venusYFP
2125679,CG1640,CPTI002793,VNC,venusYFP
2125678,Pdi,CPTI000688,OL,venusYFP
2125677,l(1)G0320,CPTI000633,OL,venusYFP
2125676,CG2165,CPTI001995,OL,venusYFP
2125675,CG1640,CPTI002793,OL,venusYFP
2125674,Pdi,CPTI000688,MB,venusYFP
2125673,l(1)G0320,CPTI000633,MB,venusYFP
2125672,CG2165,CPTI001995,MB,venusYFP
2125671,CG1640,CPTI002793,MB,venusYFP
2125670,CG12163,CPTI003173,CB,venusYFP
2125669,Caper,CPTI002939,CB,venusYFP
2125668,Ten-m,CPTI001175,CB,venusYFP
2125667,otk,CPTI000252,CB,venusYFP
2125666,CG12163,CPTI003173,VNC,venusYFP
2125665,Caper,CPTI002939,VNC,venusYFP
2125664,Ten-m,CPTI001175,VNC,venusYFP
2125663,otk,CPTI000252,VNC,venusYFP
2125662,CG12163,CPTI003173,OL,venusYFP
2125661,Caper,CPTI002939,OL,venusYFP
2125660,Ten-m,CPTI001175,OL,venusYFP
2125659,otk,CPTI000252,OL,venusYFP
2125658,CG12163,CPTI003173,MB,venusYFP
2125657,Caper,CPTI002939,MB,venusYFP
2125656,Ten-m,CPTI001175,MB,venusYFP
2125655,otk,CPTI000252,MB,venusYFP
2125654,Mlc1,CPTI002102,CB,venusYFP
2125653,CG3305,CPTI001775,CB,venusYFP
2125652,CG6151,CPTI000736,CB,venusYFP
2125651,Mlc1,CPTI002102,VNC,venusYFP
2125650,CG3305,CPTI001775,VNC,venusYFP
2125649,CG6151,CPTI000736,VNC,venusYFP
2125648,Mlc1,CPTI002102,OL,venusYFP
2125647,CG3305,CPTI001775,OL,venusYFP
2125646,CG6151,CPTI000736,OL,venusYFP
2125645,Mlc1,CPTI002102,MB,venusYFP
2125644,CG3305,CPTI001775,MB,venusYFP
2125643,CG6151,CPTI000736,MB,venusYFP
2125636,ade3,CPTI003733,OL,venusYFP
2125635,kuz,CPTI000031,CB,venusYFP
2125634,kuz,CPTI000031,MB,venusYFP
2125633,ade3,CPTI003733,MB,venusYFP
2125632,kuz,CPTI000031,OL,venusYFP
2125631,kuz,CPTI000031,VNC,venusYFP
2125630,ade3,CPTI003733,CB,venusYFP
2125629,Kuz,CPTI000031,Overview,venusYFP
2124284,CG15307,CPTI001056,MB,venusYFP
2124283,CG15307,CPTI001056,VNC,venusYFP
2124281,Cas,CPTI000199,VNC,venusYFP
2124280,Cas,CPTI000199,OL,venusYFP
2124279,Cas,CPTI000199,CB,venusYFP
2124278,Cas,CPTI000199,Overview,venusYFP
2119626,Cas,CPTI000199,MB,venusYFP
2119148,BNIP3,CPTI001180,VNC,venusYFP
2119117,BicD,CPTI003522,VNC,venusYFP
2119116,BicD,CPTI003522,Overview,venusYFP
2118358,14-3-3epsilon,CPTI100045,CB,venusYFP
2118357,14-3-3epsilon,CPTI100045,VNC,venusYFP
2118356,14-3-3epsilon,CPTI100045,OL,venusYFP
2118355,14-3-3epsilon,CPTI100045,MB,venusYFP
2118354,14-3-3epsilon,CPTI100045,Overview,venusYFP
2118108,CG42258,CPTI003923,MB,venusYFP
2118107,CG42258,CPTI003923,CB,venusYFP
2118106,CG42258,CPTI003923,OL,venusYFP
2118105,CG42258,CPTI003923,VNC,venusYFP
2118104,CG42258,CPTI003923,Overview,venusYFP
2118103,ade3,CPTI003790,VNC,venusYFP
2118102,ade3,CPTI003790,MB,venusYFP
2118101,ade3,CPTI003590,CB,venusYFP
2118100,ade3,CPTI003790,OL,venusYFP
2118099,ade3,CPTI003790,Overview,venusYFP
2118098,piwi,CPTI003588,Overview,venusYFP
2118097,piwi,CPTI003588,CB,venusYFP
2118096,piwi,CPTI003588,MB,venusYFP
2118095,piwi,CPTI003588,OL,venusYFP
2118094,piwi,CPTI003588,VNC,venusYFP
2118093,fz2,CPTI009739,VNC,venusYFP
2118092,fz2,CPTI009739,CB,venusYFP
2118091,fz2,CPTI009739,MB,venusYFP
2118089,fz2,CPTI003490,OL,venusYFP
2118088,fz2,CPTI003490,Overview,venusYFP
2116685,htk,CPTI000739,CB,venusYFP
2116684,htk,CPTI000739,Overview,venusYFP
2116683,fz2,CPTI003490,OL,venusYFP
2116682,fz2,CPTI003490,MB,venusYFP
2116076,Shot,CPTI001962,CB,venusYFP
2116075,Shot,CPTI001962,Overview,venusYFP
2116074,Bsg,CPTI100062,overview,venusYFP
2116073,Bsg,CPTI100062,VNC,venusYFP
2116072,Bsg,CPTI100062,MB,venusYFP
2116071,Bsg,CPTI100062,OL,venusYFP
2116070,Bsg,CPTI100062,CB,venusYFP
2115974,dlg1,CPTI000207,OL,venusYFP
2115973,dlg1,CPTI000207,MB,venusYFP
2115972,dlg1,CPTI000207,VNC,venusYFP
2115971,dlg1,CPTI000207,CB,venusYFP
2119628,CG42342,CPTI000033,CB,venusYFP
2119627,CG32972,CPTI003732,Overview,venusYFP
2119358,htk,CPTI000739,OL,venusYFP
2119357,htk,CPTI000739,MB,venusYFP
2119356,Atpalpha,CPTI002761,CB,venusYFP
2119355,Atpalpha,CPTI002761,MB,venusYFP
2119354,Atpalpha,CPTI002761,OL,venusYFP
2119352,Atpalpha,CPTI002761,VNC,venusYFP
2119351,Atpalpha,CPTI002761,Overview,venusYFP
2119347,htk,CPTI000739,VNC,venusYFP
2119345,Amph,CPTI002789,CB,venusYFP
2119344,Amph,CPTI002789,MB,venusYFP
2119343,Amph,CPT002789,OL,venusYFP
2119342,Amph,CPTI002789,VNC,venusYFP
2119341,Amph,CPTI002789,Overview,venusYFP
2119292,CG11486,CPTI000836,OL,venusYFP
2119291,CG11486,CPTI000836,MB,venusYFP
2119290,CG11486,CPTI000836,CB,venusYFP
2119289,CG11486,CPTI000836,VNC,venusYFP
2119288,CG11486,CPTI000836,overview,venusYFP
2119176,cat,CPTI002786,OL,venusYFP
2119175,cat,CPTI002786,MB,venusYFP
2119174,cat,CPTI002786,CB,venusYFP
2119173,cat,CPTI002786,VNC,venusYFP
2119172,cat,CPTI002786,overview,venusYFP
2119171,Cad87A,CPTI000113,OL,venusYFP
2119169,bol,CPTI004519,CB,venusYFP
2119168,bol,CPTI004519,VNC,venusYFP
2119167,bol,CPTI004519,MB,venusYFP
2119166,bol,CPTI004519,OL,venusYFP
2119165,bol,CPTI004519,Overview,venusYFP
2119153,BNIP3,CPTI001180,OL,venusYFP
2119152,BNIP3,CPTI001180,MB,venusYFP
2119151,BNIP3,CPTI001180,CB,venusYFP
2119149,BNIP3,CPTI001180,Overview,venusYFP
2119120,BicD,CPTI003522,OL,venusYFP
2119119,BicD,CPTI003522,MB,venusYFP
2119118,BicD,CPTI003522,CB,venusYFP
2115970,dlg1,CPTI000207,Overview,venusYFP
2115966,NetA,CPTI002152,OL,venusYFP
2115964,NetA,CPTI002152,MB,venusYFP
2115963,NetA,CPTI002152,VNC,venusYFP
2115962,NetA,CPTI002152,CB,venusYFP
2115961,NetA,CPTI002152,Overview,venusYFP
2115497,CG32062,CPTI003100,VNC,venusYFP
2115496,CG32062,CPTI003100,OL,venusYFP
2115495,CG32062,CPTI003100,CB,venusYFP
2115494,CG32062,CPTI003100,Overview,venusYFP
2115493,CG32062,CPTI003100,MB,venusYFP
2115492,CG31694,CPTI001771,VNC,venusYFP
2115491,CG31694,CPTI001771,OL,venusYFP
2115490,CG31694,CPTI001771,CB,venusYFP
2115489,CG31694,CPTI001771,Overview,venusYFP
2115488,CG31694,CPTI001771,MB,venusYFP
2115487,CG31738,CPTI001586,VNC,venusYFP
2115486,CG31738,CPTI001586,OL,venusYFP
2115485,CG31738,CPTI001586,CB,venusYFP
2115483,CG31738,CPTI001586,MB,venusYFP
2115482,CG32479,CPTI001308,VNC,venusYFP
2115481,CG32479,CPTI001308,OL,venusYFP
2115480,CG32479,CPTI001308,CB,venusYFP
2115479,CG32479,CPTI001308,Overview,venusYFP
2115478,CG32479,CPTI001308,MB,venusYFP
2114161,fz2,CPTI003490,VNC,venusYFP
2113907,CPTI003908,CG16973,msn,MB
2113905,CPTI003908,CG16973,msn,CB
2113904,CPTI003908,CG16973,msn,CB
2113903,CPTI003908,CG16973,msn,OL
2113869,CPTI100012,CG1648,VNC,venusYFP
2113859,CPTI100048,CG11142,obst-E,Overview
2113858,CPTI003908,CG16973,msn,Overview
2113857,CPTI002251,CG6293,Overview,venusYFP
2113576,MM,20180703,CG9028,CPTI000635
2113362,MM,20180620,Vha55,CPTI002645
2113123,CG6398,CPTI003806,MB,venusYFP
2113120,CG6398,CPTI003806,OL,venusYFP
2113119,CG6398,CPTI003806,Overview,venusYFP
2113103,orb2,CPTI00289,OL,venusYFP
2113102,orb2,CPTI00289,Overview,venusYFP
2113097,TEMPLATE,CPTI00,Overview,venusYFP
2113101,TEMPLATE,CPTI00,VNC,venusYFP
2113100,TEMPLATE,CPTI00,CB,venusYFP
2113099,TEMPLATE,CPTI00,MB,venusYFP
2113098,TEMPLATE,CPTI00,OL,venusYFP
2113077,Larp,CPTI003605,OL,venusYFP
2113076,larp,CPTI003605,Overview,venusYFP
2113074,Klp54D,CPTI003989,VNC,venusYFP
2113073,Klp54D,CPTI003989,CB,venusYFP
2113069,Klp54D,CPTI003989,MB,venusYFP
2113068,Klp54D,CPTI003989,OL,venusYFP
2113064,Klp54D,CPTI003989,Overview,venusYFP
2113063,RnpS1,CPTI004189,VNC,venusYFP
2112986,twin,CPTI000371,Overview,venusYFP
2112971,RnpS1,CPTI004189,CB,venusYFP
2112970,RnpS1,CPTI004189,MB,venusYFP
2112969,RnpS1,CPTI004189,OL,venusYFP
2112968,RnpS1,CPTI004189,Overview,venusYFP
2112959,TEMPLATE,CPTI00,Overview,venusYFP
2112958,TEMPLATE,CPTI00,OL,venusYFP
2115435,CG32479,CPTI001308,MB,venusYFP
2115434,CG32479,CPTI001308,MB,venusYFP
2115433,CG32479,CPTI001308,MB,venusYFP
2115432,CG32479,CPTI001308,MB,venusYFP
2115431,CG32479,CPTI001308,MB,venusYFP
2115430,CG32479,CPTI001308,MB,venusYFP
2115429,AMP-deaminase,CPTI001081,VNC,venusYFP
2115428,AMP-deaminase,CPTI001081,VNC,venusYFP
2115427,AMP-deaminase,CPTI001081,VNC,venusYFP
2115426,AMP-deaminase,CPTI001081,VNC,venusYFP
2115425,Lasp,CPTI002905,Overview,venusYFP
2115424,cup,CPTI001409,Overview,venusYFP
2115423,CG3036,CPTI000774,Overview,venusYFP
2115422,Fer1HCH,CPTI000038,Overview,venusYFP
2115416,Eif4A,CPTI002562,VNC,venusYFP
2115415,Eif4A,CPTI002562,CB,venusYFP
2115413,Eif4A,CPTI002562,Overview,venusYFP
2115386,RnpS1,CPTI004189,Overview,venusYFP
2115385,CG31694,CPTI001771,Overview,venusYFP
2115384,dp,CPTI001769,Overview,venusYFP
2115383,Smr,CPTI001328,Overview,venusYFP
2115382,PpD3,CPTI001194,Overview,venusYFP
2115381,CG3777,CPTI001997,Overview,venusYFP
2115380,rg,CPTI003323,Overview,venusYFP
2115379,CG4825,CPTI003911,Overview,venusYFP
2115378,Pdi,CPTI000688,Overview,venusYFP
2115377,l(1)G0320,CPTI000633,Overview,venusYFP
2115376,CG2165,CPTI001995,Overview,venusYFP
2115375,CG1640,CPTI002793,Overview,venusYFP
2115374,CG12163,CPTI003173,Overview,venusYFP
2115373,Caper,CPTI002939,Overview,venusYFP
2115372,Ten-m,CPTI001175,Overview,venusYFP
2115371,otk,CPTI000252,Overview,venusYFP
2115370,Mlc1,CPTI002102,Overview,venusYFP
2115369,CG3305,CPTI001775,Overview,venusYFP
2115368,CG6151,CPTI000736,Overview,venusYFP
2114308,TM1,CPTI000760,OL,venusYFP
2114307,Tm1,CPTI000760,MB,venusYFP
2114306,Tm1,CPTI000760,VNC,venusYFP
2114305,Tm1,CPT000760,CB,venusYFP
2114303,Tm1,CPTI000760,Overview,venusYFP
2114246,CPTI002035,CG10984,MB,venusYFP
2114245,CPTI002035,CG10984,CB,venusYFP
2114244,CPTI002035,CG10984,Overview,venusYFP
2114104,CPTI100038,CG32094,Overview,venusYFP
2114103,CPTI000033,CG42342,Overview,venusYFP
2114084,CPTI100012,CG1648,CB,venusYFP
2114083,CPTI100012,CG1648,OL,venusYFP
2114082,CPTI100012,CG1648,MB,venusYFP
2112957,TEMPLATE,CPTI00,MB,venusYFP
2112955,TEMPLATE,CPTI00,CB,venusYFP
2112954,TEMPLATE,CPTI00,VNC,venusYFP
2112953,Zap3,CPTI004292,VNC,venusYFP
2112952,Zap3,CPTI004292,CB,venusYFP
2112951,Zap3,CPTI004292,MB,venusYFP
2112759,tapas,CPTI000298,MB,venusYFP
2112947,Zap3,CPTI004292,OL,venusYFP
2112946,Zap3,CPTI004292,Overview,venusYFP
2112768,tapas,CPTI000298,VNC,venusYFP
2112764,Tapas,CPTI000298,CB,venusYFP
2112715,tapas,CPTI000298,OL,venusYFP
2112702,tapas,CPTI000298,Overview,venusYFP
2112693,Fim,CPTI003394,MB,venusYFP
2112691,Fim,CPTI003394,CB,venusYFP
2112690,Fim,CPTI003394,OL,venusYFP
2112689,Fim,CPTI003394,Overview,venusYFP
2112610,Gprk2,CPTI002085,OL,venusYFP
2112609,Gprk2,CPTI002085,MB,venusYFP
2112608,Gprk2,CPTI002085,VNC,venusYFP
2112607,Gprk2,CPTI002085,CB,venusYFP
2112606,Gprk2,CPTI002085,Overview,venusYFP
2112601,Lola,CPTI000190,MB,venusYFP
2112578,ia2,CPTI100013,OL,venusYFP
2112577,ia2,CPTI100013,MB,venusYFP
2112576,ia2,CPTI0100013,VNC,venusYFP
2112575,ia2,CPTI100013,CB,venusYFP
2112574,ia2,CPTI100013,Overview,venusYFP
2112573,Nrx-IV,CPTI001977,OL,venusYFP
2112572,Nrx-IV,CPTI001977,MB,venusYFP
2112571,Nrx-IV,CPTI001977,CB,venusYFP
2112569,tkv,CPTI002487,OL,venusYFP
2112568,tkv,CPTI002487,MB,venusYFP
2112567,tkv,CPTI0002487,VNC,venusYFP
2112566,tkv,CPT002487,CB,venusYFP
2112565,tkv,CPTI002487,Overview,venusYFP
2112564,CG6724,CPTI000379,OL,venusYFP
2112563,CG6724,CPTI000379,MB,venusYFP
2112562,CG6724,CPTI000379,VNC,venusYFP
2112561,CG6724,CPTI000379,CB,venusYFP
2112560,CG6724,CPTI000379,Overview,venusYFP
2112559,Nrg,CPTI001714,OL,venusYFP
2112558,Nrg,CPTI001714,MB,venusYFP
2112557,Nrg,CPTI001714,CB,venusYFP
2112555,Nrg,CPTI001714,VNC,venusYFP
2112554,Nrg,CPTI001714,Overview,venusYFP
2112552,Dys,CPTI003818,OL,venusYFP
2112551,Dys,CPTI003818,MB,venusYFP
2112550,Dys,CPTI003818,VNC,venusYFP
2112549,Dys,CPT003818,CB,venusYFP
2112548,Dys,CPTI003818,Overview,venusYFP
2112547,Pxn,CPTI003897,OL,venusYFP
2112545,Pxn,CPTI00876,MB,venusYFP
2112544,Pxn,CPTI003897,CB,venusYFP
2113856,CPTI002501,CG32499,Overview,venusYFP
2113855,CPTI002889,FBgn0264307,orb2,Overview
2113854,CPTI00787,FBgn0041775,Tral,Overview
2113853,CPTI003213,CG10997,Clic,Overview
2113851,CPTI100012,CG1648,Overview,venusYFP
2113787,Tm1,CPTI002243,CB,venusYFP
2113735,arm,CPTI001198,OL,venusYFP
2113734,arm,CPTI001198,MB,venusYFP
2113733,arm,CPTI001198,VNC,venusYFP
2113732,arm,CPTI1198,CB,venusYFP
2113731,arm,CPTI001198,Overview,venusYFP
2113730,Fas2,CPTI001279,OL,venusYFP
2113729,Fas2,CPTI001279,MB,venusYFP
2113728,Fas2,CPTI001279,VNC,venusYFP
2113727,Fas2,CPTI001279,CB,venusYFP
2113726,Fas2,CPTI001279,Overview,venusYFP
2113701,fz2,CPTI003490,CB,venusYFP
2113700,fz2,CPTI003490,Overview,venusYFP
2113672,AMP-deaminase,CPTI001081,OL,venusYFP
2113671,AMP-deaminase,CPTI001081,MB,venusYFP
2113670,AMP-deaminase,CPTI001081,VNC,venusYFP
2113669,AMP-deaminase,CPTI001081,CB,venusYFP
2113668,AMP-deaminase,CPTI001081,Overview,venusYFP
2113667,Vha55,CPTI002645,OL,venusYFP
2113666,Vha55,CPTI002645,MB,venusYFP
2113665,Vha55,CPTI002645,VNC,venusYFP
2113664,Vha55,CPTI002645,CB,venusYFP
2113663,Vha55,CPTI002645,Overview,venusYFP
2113652,Aats-His,CPTI003426,OL,venusYFP
2113639,Aats-His,CPTI003426,MB,venusYFP
