FBgn0029117,Surf1 Surf1 Surf1 Surf1 Surf1 Surf1 Surf1 Surf1 Surf1 Surf1,'Surf1'
FBgn0029118,Suclg2 Suclg2 Suclg2 Suclg2 Suclg2,'Suclg2'
FBgn0029121,Rce1 Rce1 Rce1 Rce1 Rce1 Rce1 Rce1 Rce1 Rce1 Rce1 Rce1,'Rce1'
FBgn0029123,Sox1,'Sox1'
FBgn0029131,Bok Bok Bok Bok Bok,'Bok'
FBgn0029133,Psme3 Psme3 Psme3 Psme3 Psme3 Psme2 Psme2 Psme2 Psme2 Psme2 Psme2 Psme2 Psme2 Psme2 Psme2 Psme2b Psme1 Psme1 Psme1 Psme1 Psme1 Psme1 Psme1 Psme1 Psme1 Psme1 Psme1 Psme1 Psme1,"'Psme1', 'Psme2', 'Psme3', 'Psme2b'"
FBgn0029137,Zdhhc4 Zdhhc4 Zdhhc4 Zdhhc4 Zdhhc4 Zdhhc4 Zdhhc4 Zdhhc4 Zdhhc4 Zdhhc4 Zdhhc4 Zdhhc4 Zdhhc4 Zdhhc25 Zdhhc11 Zdhhc11 Zdhhc11,"'Zdhhc11', 'Zdhhc4', 'Zdhhc25'"
FBgn0029148,Nhp2 Nhp2,'Nhp2'
FBgn0029153,Me2 Me2 Me2 Me2 Me3 Me3 Me3 Me3 Me3 Me3 Me3 Me1 Me1 Me1 Me1,"'Me1', 'Me3', 'Me2'"
FBgn0029154,Me2 Me2 Me2 Me2 Me3 Me3 Me3 Me3 Me3 Me3 Me3 Me1 Me1 Me1 Me1,"'Me1', 'Me3', 'Me2'"
FBgn0029155,Me2 Me2 Me2 Me2 Me3 Me3 Me3 Me3 Me3 Me3 Me3 Me1 Me1 Me1 Me1,"'Me1', 'Me3', 'Me2'"
FBgn0029158,Lias Lias Lias Lias Lias Lias,'Lias'
FBgn0029161,Prelid3a Prelid3a Prelid3a Prelid3a Prelid3b Prelid3b Prelid3b Prelid3b Prelid3b,"'Prelid3b', 'Prelid3a'"
FBgn0029167,Sspo Sspo Sspo Sspo Sspo Sspo Zan Zan Zan Zan Zan Otogl Chrdl1 Chrdl1 Chrdl1 Chrdl1 Chrdl1 Tecta Tecta Tecta Muc6 Muc6 Muc6 Muc2 Muc2 Muc2 Muc2 Muc2 Muc2 Muc2 Muc2 Muc5ac Muc5ac Muc5ac Muc5b Fcgbp Fcgbp Fcgbp Fcgbp Fcgbp Fcgbp Bmper Bmper Bmper Chrd Chrd Chrd Chrd Chrd Chrd Chrd Chrd Chrd Chrd 9530053A07Rik 9530053A07Rik 9530053A07Rik 9530053A07Rik Vwce Vwce Vwce Vwce Vwce Vwc2l Vwc2l Vwc2l Vwc2l Chrdl2 Chrdl2 Chrdl2 Chrdl2 Otog Otog Otog Vwc2 Vwc2 Vwc2 Vwc2,"'Zan', 'Sspo', 'Tecta', 'Otogl', 'Muc2', 'Chrdl1', 'Muc6', '9530053A07Rik', 'Fcgbp', 'Chrdl2', 'Chrd', 'Bmper', 'Otog', 'Muc5ac', 'Muc5b', 'Vwc2l', 'Vwc2', 'Vwce'"
FBgn0029172,Scd3 Scd3 Scd1 Scd1 Scd1,"'Scd3', 'Scd1'"
FBgn0029175,Ext2 Ext2 Ext2 Ext2 Ext2 Ext2 Ext2 Ext2 Ext2 Ext2 Ext2 Ext2,'Ext2'
FBgn0029176,Eef1g Eef1g Eef1g Eef1g Eef1g Eef1g,'Eef1g'
FBgn0029502,Coq7 Coq7 Coq7 Coq7 Coq7,'Coq7'
FBgn0029503,Itgb1bp2 Itgb1bp2,'Itgb1bp2'
FBgn0029512,Sae1 Sae1 Sae1 Sae1,'Sae1'
FBgn0029514,Malsu1 Malsu1 Malsu1 Malsu1 Malsu1,'Malsu1'
FBgn0029580,Mpv17l Mpv17l Mpv17l Mpv17l Mpv17l Mpv17l Mpv17l,'Mpv17l'
FBgn0029588,Alkbh7 Alkbh7 Alkbh7,'Alkbh7'
FBgn0029594,Apopt1 Apopt1 Apopt1 Apopt1,'Apopt1'
FBgn0029608,Clvs1 Clvs1 Clvs1 Clvs1 Clvs1 Clvs1 Clvs1 Clvs1 Rlbp1 Rlbp1 Rlbp1 Rlbp1 Rlbp1 Rlbp1 Rlbp1 Rlbp1 Clvs2 Clvs2 Clvs2 Clvs2,"'Rlbp1', 'Clvs1', 'Clvs2'"
FBgn0029629,Eif3g Eif3g Eif3g Eif3g,'Eif3g'
FBgn0029648,H2-Ke6 H2-Ke6 H2-Ke6 H2-Ke6 H2-Ke6 H2-Ke6 H2-Ke6 H2-Ke6 H2-Ke6 H2-Ke6 H2-Ke6 H2-Ke6,'H2-Ke6'
FBgn0029656,Katnal2 Katnal2 Katnal2 Katnal2 Katnal2 Katnal2 Katnal2 Katnal2 Katnal2 Katnal2 Katnal2,'Katnal2'
FBgn0029661,March5 March5 March5 March5,'March5'
FBgn0029662,Glrx2 Glrx2 Glrx2 Glrx2 Glrx2 Glrx2 Glrx2 Glrx2 Glrx2 Glrx2 Glrx2 Glrx2 Glrx2 Grxcr2 Grxcr1,"'Grxcr2', 'Glrx2', 'Grxcr1'"
FBgn0029664,Aarsd1 Aarsd1 Aarsd1 Aarsd1 Aarsd1 Gm27029 Gm27029,"'Aarsd1', 'Gm27029'"
FBgn0029665,Timm29,'Timm29'
FBgn0029666,Trove2 Trove2,'Trove2'
FBgn0029667,Gas8 Gas8 Gas8,'Gas8'
FBgn0029672,Noc4l Noc4l Noc4l Noc4l Noc4l Noc4l,'Noc4l'
FBgn0029676,St13 St13 St13 St13 St13 St13 St13,'St13'
FBgn0029685,Casd1 Casd1 Casd1 Casd1 Casd1,'Casd1'
FBgn0029687,Vapa Vapa Vapb Vapb,"'Vapb', 'Vapa'"
FBgn0029689,Aspg Aspg Aspg Aspg Aspg Aspg Aspg Aspg,'Aspg'
FBgn0029693,Cmtr1 Cmtr1 Cmtr1 Cmtr1 Cmtr1 Cmtr1 Cmtr1 Cmtr1 Cmtr1 Cmtr1 Cmtr1 Cmtr1 Cmtr1 Cmtr1 Cmtr1 Cmtr1 Cmtr1,'Cmtr1'
FBgn0029708,Gif Tcn2 Tcn2 Tcn2 Tcn2 Tcn2 Tcn2 Tcn2,"'Gif', 'Tcn2'"
FBgn0029709,Ticam2 Ticam2,'Ticam2'
FBgn0029712,Hdhd3 Hdhd3,'Hdhd3'
FBgn0029713,Ttc17 Ttc17 Ttc17 Ttc17 Ttc17 Ttc17,'Ttc17'
FBgn0029714,Emg1 Emg1 Emg1 Emg1 Emg1 Emg1,'Emg1'
FBgn0029715,Pdap1 Pdap1 Pdap1 Pdap1 Pdap1,'Pdap1'
FBgn0029722,Pdha1 Pdha1 Pdha1 Pdha1 Pdha2,"'Pdha2', 'Pdha1'"
FBgn0029723,Gpr142 Gpr142 Gpr139,"'Gpr139', 'Gpr142'"
FBgn0029727,Slc37a4 Slc37a4 Slc37a4 Slc37a4 Slc37a4 Slc37a4 Slc37a4 Slc37a2 Slc37a2 Slc37a2 Slc17a8 Slc17a8 Slc37a1 Slc37a1 Slc37a1 Slc37a1 Slc37a1 Slc37a1 Slc37a1 Slc37a1 Slc37a1 Slc37a1 Slc37a1 Slc37a1 Slc37a1 Slc37a1 Slc37a1 Slc37a1 Slc37a1 Slc37a1 Slc17a6 Slc17a6 Slc17a6 Slc17a6 Slc17a5 Slc17a5 Slc17a5 Slc17a2 Slc17a2 Slc17a2 Slc17a2 Slc37a3 Slc37a3 Slc37a3 Slc37a3 Slc37a3 Slc37a3 Slc37a3 Slc37a3 Slc37a3 Slc37a3 Slc37a3 Slc37a3 Slc37a3 Slc37a3 Slc17a3 Slc17a3 Slc17a3 Slc17a3 Slc17a3 Slc17a1 Slc17a1 Slc17a1 Slc17a1 Slc17a7 Slc17a7 Slc17a7 Slc17a7 Slc17a7 Slc17a4 Slc17a4 Slc17a4 Slc17a4 Slc17a4,"'Slc37a2', 'Slc37a3', 'Slc37a1', 'Slc17a8', 'Slc37a4', 'Slc17a4', 'Slc17a5', 'Slc17a6', 'Slc17a7', 'Slc17a1', 'Slc17a2', 'Slc17a3'"
FBgn0029736,Tbck Tbck Tbck Tbck,'Tbck'
FBgn0029737,Hgsnat Hgsnat Hgsnat Hgsnat,'Hgsnat'
FBgn0029745,Gm9774 Gm9774 Adrm1 Adrm1 Adrm1 Adrm1 Adrm1 Adrm1 Adrm1 Adrm1,"'Gm9774', 'Adrm1'"
FBgn0029752,Txndc2 Txndc2 Txndc8 Txndc8 Txndc8,"'Txndc8', 'Txndc2'"
FBgn0029755,Utp3,'Utp3'
FBgn0029756,Dennd6b Dennd6b Dennd6b Dennd6b Dennd6b Dennd6b Dennd6a Dennd6a Dennd6a Dennd6a Dennd6a Dennd6a,"'Dennd6b', 'Dennd6a'"
FBgn0029761,Kcnn3 Kcnn3 Kcnn2 Kcnn2 Kcnn2 Kcnn2 Kcnn2 Kcnn2 Kcnn2 Kcnn2 Kcnn2 Kcnn2 Kcnn1 Kcnn1 Kcnn1 Kcnn1 Kcnn1 Kcnn1 Kcnn1 Kcnn1 Kcnn4 Kcnn4 Kcnn4 Kcnn4 Kcnn4,"'Kcnn4', 'Kcnn3', 'Kcnn2', 'Kcnn1'"
FBgn0029762,Slc6a13 Slc6a13 Slc6a13 Slc6a13 Slc6a12 Slc6a12 Slc6a12 Slc6a12 Slc6a12 Slc6a12 Slc6a12 Slc6a12 Slc6a12 Slc6a12 Slc6a9 Slc6a9 Slc6a9 Slc6a9 Slc6a9 Slc6a9 Slc6a9 Slc6a9 Slc6a9 Slc6a9 Slc6a9 Slc6a9 Slc6a6 Slc6a6 Slc6a6 Slc6a6 Slc6a6 Slc6a6 Slc6a6 Slc6a6 Slc6a6 Slc6a6 Slc6a6 Slc6a17 Slc6a17 Slc6a17 Slc6a17 Slc6a17 Slc6a17 Slc6a17 Slc6a17 Slc6a17 Slc6a17 Slc6a11 Slc6a11 Slc6a20b Slc6a20b Slc6a20b Slc6a20b Slc6a20b Slc6a20b Slc6a1 Slc6a1 Slc6a1 Slc6a1 Slc6a1 Slc6a1 Slc6a1 Slc6a20a Slc6a20a Slc6a20a Slc6a4 Slc6a4 Slc6a4 Slc6a4 Slc6a18 Slc6a18 Slc6a18 Slc6a18 Slc6a18 Slc6a18 Slc6a18 Slc6a18 Slc6a18 Slc6a18 Slc6a16 Slc6a16 Slc6a16 Slc6a21 Slc6a21 Slc6a21 Slc6a21 Slc6a21 Slc6a21 Slc6a2 Slc6a2 Slc6a8 Slc6a8 Slc6a8 Slc6a8 Slc6a8 Slc6a8 Slc6a8 Slc6a8 Slc6a8 Slc6a8 Slc6a8 Slc6a8 Slc6a8 Slc6a15 Slc6a15 Slc6a15 Slc6a15 Slc6a15 Slc6a3 Slc6a7 Slc6a7 Slc6a14 Slc6a5 Slc6a5 Slc6a5 Slc6a5 Slc6a19 Slc6a19 Slc6a19 Slc6a19 Slc6a19 Slc6a19 Slc6a19,"'Slc6a3', 'Slc6a2', 'Slc6a1', 'Slc6a21', 'Slc6a7', 'Slc6a6', 'Slc6a20a', 'Slc6a4', 'Slc6a9', 'Slc6a8', 'Slc6a5', 'Slc6a19', 'Slc6a18', 'Slc6a13', 'Slc6a12', 'Slc6a11', 'Slc6a14', 'Slc6a17', 'Slc6a16', 'Slc6a15', 'Slc6a20b'"
FBgn0029765,Lyzl4 Lyzl4 Lyzl4 Lyzl4 Lyzl4 Lyzl6 Lyzl6 Lyzl6 Spaca3 Spaca3 9530003J23Rik 9530003J23Rik Lyz2 Lyz1 Lalba Spaca5 Lyzl1 Lyzl1,"'9530003J23Rik', 'Lalba', 'Spaca3', 'Spaca5', 'Lyz1', 'Lyzl4', 'Lyz2', 'Lyzl6', 'Lyzl1'"
FBgn0029768,Gpr142 Gpr142 Gpr139,"'Gpr139', 'Gpr142'"
FBgn0029769,Kel Kel Kel Kel Kel,'Kel'
FBgn0029778,Chn1 Chn1 Chn1 Chn1 Chn1 Chn1 Chn1 Chn1 Chn1 Chn1 Chn1 Chn1 Chn1 Chn1 Chn1 Arhgap35 Arhgap35 Chn2 Chn2 Chn2 Chn2 Chn2 Chn2 Chn2 Chn2 Chn2 Chn2 Chn2 Chn2 Chn2 Chn2 Chn2,"'Chn2', 'Chn1', 'Arhgap35'"
FBgn0029783,Sirt4 Sirt4 Sirt4 Sirt4 Sirt4 Sirt4,'Sirt4'
FBgn0029785,Rpl35 Rpl35 Rpl35 Gm2000,"'Gm2000', 'Rpl35'"
FBgn0029789,Pgap1 Pgap1 Pgap1 Pgap1,'Pgap1'
FBgn0029791,Adamts1 Adamts1 Adamts1 Adamts5 Adamtsl4 Adamtsl4 Adamtsl4 Adamtsl4 Adamtsl4 Adamts18 Adamts18 Adamts18 Adamts18 Adamts18 Adamts18 Adamts18 Adamts14 Adamts14 Adamtsl5 Adamtsl5 Adamtsl5 Adamtsl5 Adamtsl5 Adamtsl5 Adamtsl5 Adamts9 Adamts9 Adamts9 Adamts9 Adamts9 Adamts9 Adamts3 Adamts3 Adamts3 Adamts3 Papln Papln Papln Adamts19 Adamts19 Adamts19 Adamts19 Adamts10 Adamts10 Adamts10 Adamts10 Adamts10 Adamts10 Adamts10 Adamts10 Adamts10 Adamts10 Adamts10 Adamts10 Adamts10 Adamts10 Adamts10 Adamts4 Adamts4 Adamts4 Adamts12 Adamts12 Adamts12 Adamts20 Adamts20 Adamts20 Adamts20 Thsd4 Thsd4 Thsd4 Thsd4 Thsd4 Thsd4 Adamts8 Adamts8 Adamts16 Adamts16 Adamts16 Adamts16 Adamts2 Adamts2 Adamts2 Adamts2 Adamts7 Adamts7 Adamts7 Adamts7 Adamts7 Adamts7 Adamts7 Adamts7 Adamts13 Adamts13 Adamts13 Adamtsl1 Adamtsl1 Adamtsl1 Adamtsl1 Adamtsl1 Adamtsl1 Adamtsl1 Adamtsl1 Adamtsl1 Adamtsl1 Adamtsl1 Adamtsl1 Adamtsl2 Adamtsl2 Adamtsl2 Adamtsl2 Adamtsl2 Adamts17 Adamts17 Adamts17 Adamts17 Adamts17 Adamts17 Adamts17 Adamts17,"'Adamts5', 'Adamts4', 'Adamts7', 'Adamts1', 'Adamts3', 'Adamts2', 'Adamts9', 'Adamts8', 'Adamtsl2', 'Adamtsl1', 'Adamtsl4', 'Adamtsl5', 'Thsd4', 'Adamts20', 'Papln', 'Adamts10', 'Adamts13', 'Adamts12', 'Adamts14', 'Adamts17', 'Adamts16', 'Adamts19', 'Adamts18'"
FBgn0029798,Rtel1 Rtel1 Rtel1 Rtel1 Rtel1 Rtel1 Rtel1 Rtel1 Rtel1 Rtel1 Rtel1 Rtel1 Rtel1 Rtel1 Rtel1 Rtel1 Rtel1 Rtel1 Rtel1 Rtel1 Rtel1,'Rtel1'
FBgn0029800,Lin52 Lin52 Lin52 Lin52,'Lin52'
FBgn0029801,Nanp Nanp,'Nanp'
FBgn0029804,Cpa3 Cpa3 Cpa4 Cpa5 Cpa5 Cpa5 Cpa5 Cpb2 Cpb2 Cpa1 Cpa1 Cpa6 Cpa6 Cpa6 Cpa6,"'Cpa3', 'Cpa1', 'Cpa6', 'Cpb2', 'Cpa4', 'Cpa5'"
FBgn0029807,Cpa3 Cpa3 Cpa4 Cpa5 Cpa5 Cpa5 Cpa5 Cpb2 Cpb2 Cpa1 Cpa1 Cpa6 Cpa6 Cpa6 Cpa6,"'Cpa3', 'Cpa1', 'Cpa6', 'Cpb2', 'Cpa4', 'Cpa5'"
FBgn0029816,Psmf1 Psmf1 Psmf1 Psmf1 Psmf1 Psmf1,'Psmf1'
FBgn0029818,Gpaa1 Gpaa1 Gpaa1 Gpaa1 Gpaa1 Gpaa1 Gpaa1 Gpaa1 Gpaa1 Gpaa1 Gpaa1 Gpaa1,'Gpaa1'
FBgn0029819,Usp30 Usp30 Usp30 Usp30 Usp30 Usp30 Usp30,'Usp30'
FBgn0029820,Tcp11x2 Tcp11 Tcp11 Tcp11 Tcp11 Tcp11 Tcp11 Tcp11 Tcp11 Tcp11 Tcp11 Tcp11 Tcp11 Tcp11 Tcp11 Tcp11 Tcp11l2 Tcp11l2 Tcp11l2 Tcp11l1 Tcp11l1 Tcp11l1 Tcp11l1 Tcp11l1 Tcp11l1 Tcp11l1,"'Tcp11l1', 'Tcp11l2', 'Tcp11', 'Tcp11x2'"
FBgn0029821,Far2 Far2 Far2 Far1 Far1 Far1 Far1 Far1 Far1 Far1 Far1 Far1 Far1 Far1,"'Far1', 'Far2'"
FBgn0029823,Shmt1 Shmt1 Shmt1 Shmt1 Shmt1 Shmt1 Shmt1 Shmt1 Shmt1 Shmt1 Shmt1,'Shmt1'
FBgn0029826,Klkb1 C1rl C1ra C1rb Prss55 Prss55 Prss55 Klk10 F12 F12,"'Prss55', 'Klkb1', 'C1rl', 'C1rb', 'Klk10', 'C1ra', 'F12'"
FBgn0029833,Mcts2 Mcts1 Mcts1 Mcts1 Mcts1 Mcts1,"'Mcts1', 'Mcts2'"
FBgn0029838,Them6,'Them6'
FBgn0029839,Them6,'Them6'
FBgn0029840,Rptor Rptor Rptor Rptor Rptor Rptor Rptor Rptor Rptor Rptor Rptor Rptor,'Rptor'
FBgn0029843,Kel Kel Kel Kel Kel,'Kel'
FBgn0029848,Vnn3 Vnn1 Vnn1 Btd Btd,"'Vnn3', 'Vnn1', 'Btd'"
FBgn0029849,Slc35b4 Slc35b4 Slc35b4 Slc35b4,'Slc35b4'
FBgn0029853,Josd2 Josd2 Josd2 Josd2 Josd2 Josd2 Josd2 Josd2 Josd2 Josd2 Josd2 Josd2 Josd2 Josd2 Josd2 Josd2 Josd2 Josd2 Josd2 Josd1,"'Josd1', 'Josd2'"
FBgn0029854,Cyb5b Cyb5b,'Cyb5b'
FBgn0029856,Ubb Ubb,'Ubb'
FBgn0029857,Wdr4 Wdr4 Wdr4 Wdr4 Wdr4 Wdr4 Wdr4 Wdr4 Wdr4 Wdr4 Wdr4 Wdr4 Wdr4 Wdr4,'Wdr4'
FBgn0029858,1110008L16Rik 1110008L16Rik 1110008L16Rik 1110008L16Rik 1110008L16Rik 1110008L16Rik,'1110008L16Rik'
FBgn0029861,Phf12 Phf12 Phf12 Phf12 Phf12 Phf12 Phf12 Phf12,'Phf12'
FBgn0029863,Clvs1 Clvs1 Clvs1 Clvs1 Clvs1 Clvs1 Clvs1 Clvs1 Rlbp1 Rlbp1 Rlbp1 Rlbp1 Rlbp1 Rlbp1 Rlbp1 Rlbp1 Clvs2 Clvs2 Clvs2 Clvs2,"'Rlbp1', 'Clvs1', 'Clvs2'"
FBgn0029868,Ndufa13,'Ndufa13'
FBgn0029870,Mfn1 Mfn1 Mfn1 Mfn1 Mfn1 Mfn1 Mfn1 Mfn1 Mfn1 Mfn1 Mfn2 Mfn2 Mfn2 Mfn2 Mfn2 Mfn2 Mfn2,"'Mfn2', 'Mfn1'"
FBgn0029879,Anapc7 Anapc7 Anapc7 Anapc7 Anapc7 Anapc7,'Anapc7'
FBgn0029881,Gas2l1 Gas2l1 Gas2l1 Gas2l1 Gas2l1 Gas2l1 Gas2l1,'Gas2l1'
FBgn0029882,Cacybp Cacybp Cacybp,'Cacybp'
FBgn0029885,Zfp593 Zfp593,'Zfp593'
FBgn0029887,Luc7l3 Luc7l3 Luc7l3 Luc7l3 Luc7l3 Luc7l3 Luc7l3 Luc7l3 Luc7l3 Luc7l3,'Luc7l3'
FBgn0029888,Ndufb8 Ndufb8 Ndufb8 Ndufb8 Ndufb8 Ndufb8 Ndufb8 Ndufb8 Ndufb8,'Ndufb8'
FBgn0029890,Fh1 Fh1 Fh1 Fh1 Fh1,'Fh1'
FBgn0029891,Pink1 Pink1 Pink1,'Pink1'
FBgn0029892,Dph7 Dph7 Dph7 Dph7 Dph7 Dph7 Dph7,'Dph7'
FBgn0029893,Zfp382 Zfp382 Zfp382 Zfp821 Zfp821 Zfp821 Zfp821 Zfp821 Zfp821 Ikzf4 Ikzf4 Ikzf4 Ikzf4 Ikzf4 Ikzf4 Ikzf4 Ikzf4 Zfp639 Zfp639 Zfp639 Zfp639 Zfp639 Zfp639 Zfp639 Zfp639 Zfp639 Ikzf2 Ikzf2 Ikzf2 Ikzf2 Ikzf2 Ikzf2 Ikzf2 Ikzf2 Ikzf2 Ikzf3 Ikzf3 Ikzf3 Ikzf3 Ikzf1 Ikzf1 Ikzf1 Ikzf1 Ikzf1 Ikzf1,"'Zfp821', 'Zfp639', 'Ikzf4', 'Zfp382', 'Ikzf1', 'Ikzf3', 'Ikzf2'"
FBgn0029894,Zfp382 Zfp382 Zfp382 Zfp821 Zfp821 Zfp821 Zfp821 Zfp821 Zfp821 Ikzf4 Ikzf4 Ikzf4 Ikzf4 Ikzf4 Ikzf4 Ikzf4 Ikzf4 Zfp639 Zfp639 Zfp639 Zfp639 Zfp639 Zfp639 Zfp639 Zfp639 Zfp639 Ikzf2 Ikzf2 Ikzf2 Ikzf2 Ikzf2 Ikzf2 Ikzf2 Ikzf2 Ikzf2 Ikzf3 Ikzf3 Ikzf3 Ikzf3 Ikzf1 Ikzf1 Ikzf1 Ikzf1 Ikzf1 Ikzf1,"'Zfp821', 'Zfp639', 'Ikzf4', 'Zfp382', 'Ikzf1', 'Ikzf3', 'Ikzf2'"
FBgn0029897,Gm6133 Rpl17 Rpl17,"'Gm6133', 'Rpl17'"
FBgn0029903,Coro7 Coro7 Coro7 Coro7 Coro7 Coro7 Coro7 Coro7 Coro7 Coro7 Coro7 Coro7,'Coro7'
FBgn0029905,Nfyc Nfyc Nfyc Nfyc Nfyc Nfyc Nfyc Nfyc Nfyc Nfyc,'Nfyc'
FBgn0029906,Alg8 Alg8 Alg8 Alg8 Alg8 Alg8,'Alg8'
FBgn0029907,Atxn1l Atxn1l Atxn1l Atxn1l Atxn1 Atxn1 Atxn1 Atxn1 Atxn1 Atxn1,"'Atxn1l', 'Atxn1'"
FBgn0029909,Hrh1 Hrh1 Hrh1 Hrh1 Hrh1,'Hrh1'
FBgn0029911,Znrf2 Znrf2 Znrf2,'Znrf2'
FBgn0029924,Acox2 Acox2 Acox2 Acox2 Acox2 Acox2 Acox2 Acox2,'Acox2'
FBgn0029925,Lrrc57 Lrrc57 Lrrc57 Lrrc57 Lrrc57 Lrrc57 Lrrc57,'Lrrc57'
FBgn0029928,Zfp553 Zfp553 Zfp553 Zfp282 Zfp282 E430018J23Rik E430018J23Rik E430018J23Rik Zfp764 Zfp764 Zfp688 Zfp688 Zfp688 Zfp688 Zfp688 Zfp688 Zfp689 Zfp689 Zfp92 Zfp92 Zfp160 Zfp160 Zfp160 Zfp160 Zfp160 Zfp160 Zfp160 Zfp160,"'Zfp764', 'Zfp282', 'E430018J23Rik', 'Zfp688', 'Zfp689', 'Zfp160', 'Zfp553', 'Zfp92'"
FBgn0029929,Ccdc25 Ccdc25 Ccdc25,'Ccdc25'
FBgn0029932,Slc2a5 Slc2a5 Slc2a5 Slc2a5 Slc2a7 Slc2a7 Slc2a3 Slc2a3 Slc2a3 Slc2a3 Slc2a3 Slc2a3 Slc2a3 Slc2a3 Slc2a1 Slc2a1 Slc2a1 Slc2a1 Slc2a1 Slc2a13 Slc2a13 Slc2a13 Slc2a9 Slc2a9 Slc2a9 Slc2a9 Slc2a9 Slc2a9 Slc2a9 Slc2a9 Slc2a9 Slc2a9 Slc2a9 Slc2a9 Slc2a10 Slc2a10 Slc2a4 Slc2a4 Slc2a4 Slc2a4 Slc2a4 Slc2a4 Slc2a4 Slc2a4 Slc2a8 Slc2a8 Slc2a8 Slc2a8 Slc2a8 Slc2a8 Slc2a8 Slc2a8 Slc2a12 Slc2a12 Slc2a2 Slc2a2 Slc2a2 Slc2a6 Slc2a6 Slc2a6 Slc2a6 Slc2a6 Slc2a6,"'Slc2a9', 'Slc2a8', 'Slc2a7', 'Slc2a3', 'Slc2a5', 'Slc2a4', 'Slc2a13', 'Slc2a12', 'Slc2a1', 'Slc2a10', 'Slc2a6', 'Slc2a2'"
FBgn0029935,Mmd Mmd Mmd2 Mmd2 Mmd2 Paqr8 Paqr8 Paqr8 Paqr8 Paqr6 Paqr6 Paqr6 Paqr6 Paqr6 Paqr7 Paqr7 Paqr7 Paqr7 Paqr7 Paqr7 Adipor1 Adipor1 Adipor1 Adipor1 Paqr5 Paqr5 Paqr5,"'Paqr8', 'Adipor1', 'Paqr5', 'Paqr7', 'Paqr6', 'Mmd2', 'Mmd'"
FBgn0029937,Fam177a 1700047I17Rik2,"'Fam177a', '1700047I17Rik2'"
FBgn0029939,Hivep3 Hivep3 Hivep3 Hivep3 Hivep3 Hivep3 Hivep3 Hivep3 Hivep3 Hivep3 Hivep2 Hivep2 Hivep2 Hivep2 Hivep2 Hivep2 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Sall2 Sall2 Zfp831 Sall4 Sall4 Sall4 Sall4 Sall4 Sall4 Sall4 Zfp217 Zfp217 Zfp217 Zfp217 Zfp217 Bcl11a Bcl11a Bcl11a Bcl11a Bcl11a Bcl11a Hivep1 Hivep1 Hivep1 Hivep1 Hivep1 Sall1 Bcl11b Bcl11b Bcl11b Zfp536 Zfp536 Zfp536 Zfp536 Zfp536 Zfp536 Zfp536 Zfp536 Zfp536 Zfp536 Zfp516 Zfp516 Zfp516 Zfp516 Zfp516 Zfp516 Zfp516 Sall3 Sall3,"'Zfp536', 'Bcl11a', 'Zfp516', 'Zfp831', 'Bcl11b', 'Sall4', 'Zfp219', 'Sall1', 'Sall3', 'Sall2', 'Zfp217', 'Hivep1', 'Hivep2', 'Hivep3'"
FBgn0029941,Zc3h18 Zc3h18 Zc3h18 Zc3h18 Zc3h18 Zc3h18 Zc3h18 Zc3h18 Zc3h18 Zc3h18,'Zc3h18'
FBgn0029942,Abhd11 Abhd11 Abhd11 Abhd11 Abhd11 Abhd11 Abhd11,'Abhd11'
FBgn0029943,Atg5 Atg5,'Atg5'
FBgn0029944,Dok1 Dok1 Dok1 Dok4 Dok4 Dok4 Dok4 Frs2 Frs2 Frs2 Frs2 Dok6 Dok6 Dok5 Frs3 Frs3 Frs3 Frs3 Frs3 Dok2 Dok2 Dok2 Dok2 Dok2 Dok2 Dok2 Dok2 Dok3 Dok3 Dok3,"'Frs3', 'Frs2', 'Dok2', 'Dok3', 'Dok1', 'Dok6', 'Dok4', 'Dok5'"
FBgn0029945,Acsf3 Acsf3 Acsf3 Acsf3,'Acsf3'
FBgn0029949,Pptc7 Pptc7,'Pptc7'
FBgn0029950,Slc5a9 Slc5a9 Slc5a9 Slc5a9 Slc5a9 Slc5a9 Slc5a9 Slc5a9 Slc5a2 Slc5a2 Slc5a2 Slc5a2 Slc5a2 Slc5a2 Slc5a2 Slc5a2 Slc5a2 Slc5a2 Slc5a2 Slc5a2 Slc5a11 Slc5a11 Slc5a11 Slc5a11 Slc5a11 Slc5a11 Slc5a11 Slc5a11 Gm5134 Gm5134 Slc5a4b Slc5a4a Slc5a5 Slc5a8 Slc5a1 Slc5a7 Slc5a7 Slc5a7 Slc5a10 Slc5a10 Slc5a10 Slc5a10 Slc5a3 Slc5a3 Slc5a12 Slc5a12 Slc5a12 Slc5a12 Slc5a12,"'Slc5a12', 'Slc5a1', 'Slc5a11', 'Slc5a10', 'Slc5a3', 'Slc5a4a', 'Gm5134', 'Slc5a2', 'Slc5a4b', 'Slc5a5', 'Slc5a7', 'Slc5a8', 'Slc5a9'"
